station_id,date,element,value,source_flag
OPEN4071_N7401,2024-10-08,TMIN,10.4,open-meteo
OPEN4071_N7401,2024-10-08,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-09,TMAX,20.2,open-meteo
OPEN4071_N7401,2024-10-09,TMIN,9.2,open-meteo
OPEN4071_N7401,2024-10-09,PRCP,0.1,open-meteo
OPEN4071_N7401,2024-10-10,TMAX,18.0,open-meteo
OPEN4071_N7401,2024-10-10,TMIN,7.7,open-meteo
OPEN4071_N7401,2024-10-10,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-11,TMAX,21.1,open-meteo
OPEN4071_N7401,2024-10-11,TMIN,6.4,open-meteo
OPEN4071_N7401,2024-10-11,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-12,TMAX,23.1,open-meteo
OPEN4071_N7401,2024-10-12,TMIN,11.4,open-meteo
OPEN4071_N7401,2024-10-12,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-13,TMAX,23.6,open-meteo
OPEN4071_N7401,2024-10-13,TMIN,9.8,open-meteo
OPEN4071_N7401,2024-10-13,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-14,TMAX,19.5,open-meteo
OPEN4071_N7401,2024-10-14,TMIN,8.1,open-meteo
OPEN4071_N7401,2024-10-14,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-15,TMAX,14.7,open-meteo
OPEN4071_N7401,2024-10-15,TMIN,5.4,open-meteo
OPEN4071_N7401,2024-10-15,PRCP,0.2,open-meteo
OPEN4071_N7401,2024-10-16,TMAX,15.5,open-meteo
OPEN4071_N7401,2024-10-16,TMIN,5.4,open-meteo
OPEN4071_N7401,2024-10-16,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-17,TMAX,15.2,open-meteo
OPEN4071_N7401,2024-10-17,TMIN,3.6,open-meteo
OPEN4071_N7401,2024-10-17,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-18,TMAX,19.5,open-meteo
OPEN4071_N7401,2024-10-18,TMIN,6.8,open-meteo
OPEN4071_N7401,2024-10-18,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-19,TMAX,21.6,open-meteo
OPEN4071_N7401,2024-10-19,TMIN,7.1,open-meteo
OPEN4071_N7401,2024-10-19,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-20,TMAX,24.6,open-meteo
OPEN4071_N7401,2024-10-20,TMIN,5.8,open-meteo
OPEN4071_N7401,2024-10-20,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-21,TMAX,27.8,open-meteo
OPEN4071_N7401,2024-10-21,TMIN,7.8,open-meteo
OPEN4071_N7401,2024-10-21,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-22,TMAX,27.8,open-meteo
OPEN4071_N7401,2024-10-22,TMIN,12.8,open-meteo
OPEN4071_N7401,2024-10-22,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-23,TMAX,25.4,open-meteo
OPEN4071_N7401,2024-10-23,TMIN,10.9,open-meteo
OPEN4071_N7401,2024-10-23,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-24,TMAX,20.8,open-meteo
OPEN4071_N7401,2024-10-24,TMIN,10.6,open-meteo
OPEN4071_N7401,2024-10-24,PRCP,0.6,open-meteo
OPEN4071_N7401,2024-10-25,TMAX,18.1,open-meteo
OPEN4071_N7401,2024-10-25,TMIN,6.4,open-meteo
OPEN4071_N7401,2024-10-25,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-26,TMAX,18.3,open-meteo
OPEN4071_N7401,2024-10-26,TMIN,9.6,open-meteo
OPEN4071_N7401,2024-10-26,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-27,TMAX,14.9,open-meteo
OPEN4071_N7401,2024-10-27,TMIN,4.8,open-meteo
OPEN4071_N7401,2024-10-27,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-28,TMAX,16.2,open-meteo
OPEN4071_N7401,2024-10-28,TMIN,2.9,open-meteo
OPEN4071_N7401,2024-10-28,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-29,TMAX,17.5,open-meteo
OPEN4071_N7401,2024-10-29,TMIN,6.1,open-meteo
OPEN4071_N7401,2024-10-29,PRCP,1.1,open-meteo
OPEN4071_N7401,2024-10-30,TMAX,25.9,open-meteo
OPEN4071_N7401,2024-10-30,TMIN,11.1,open-meteo
OPEN4071_N7401,2024-10-30,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-31,TMAX,28.2,open-meteo
OPEN4071_N7401,2024-10-31,TMIN,12.0,open-meteo
OPEN4071_N7401,2024-10-31,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-01,TMAX,26.6,open-meteo
OPEN4071_N7401,2024-11-01,TMIN,13.9,open-meteo
OPEN4071_N7401,2024-11-01,PRCP,0.3,open-meteo
OPEN4071_N7401,2024-11-02,TMAX,15.9,open-meteo
OPEN4071_N7401,2024-11-02,TMIN,7.4,open-meteo
OPEN4071_N7401,2024-11-02,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-03,TMAX,13.2,open-meteo
OPEN4071_N7401,2024-11-03,TMIN,3.7,open-meteo
OPEN4071_N7401,2024-11-03,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-04,TMAX,14.4,open-meteo
OPEN4071_N7401,2024-11-04,TMIN,3.5,open-meteo
OPEN4071_N7401,2024-11-04,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-05,TMAX,22.5,open-meteo
OPEN4071_N7401,2024-11-05,TMIN,8.8,open-meteo
OPEN4071_N7401,2024-11-05,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-06,TMAX,27.0,open-meteo
OPEN4071_N7401,2024-11-06,TMIN,16.4,open-meteo
OPEN4071_N7401,2024-11-06,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-07,TMAX,23.0,open-meteo
OPEN4071_N7401,2024-11-07,TMIN,11.5,open-meteo
OPEN4071_N7401,2024-11-07,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-08,TMAX,20.6,open-meteo
OPEN4071_N7401,2024-11-08,TMIN,6.7,open-meteo
OPEN4071_N7401,2024-11-08,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-09,TMAX,13.0,open-meteo
OPEN4071_N7401,2024-11-09,TMIN,4.5,open-meteo
OPEN4071_N7401,2024-11-09,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-10,TMAX,14.4,open-meteo
OPEN4071_N7401,2024-11-10,TMIN,2.3,open-meteo
OPEN4071_N7401,2024-11-10,PRCP,1.0,open-meteo
OPEN4071_N7401,2024-11-11,TMAX,21.0,open-meteo
OPEN4071_N7401,2024-11-11,TMIN,10.9,open-meteo
OPEN4071_N7401,2024-11-11,PRCP,3.0,open-meteo
OPEN4071_N7401,2024-11-12,TMAX,12.1,open-meteo
OPEN4071_N7401,2024-11-12,TMIN,4.9,open-meteo
OPEN4071_N7401,2024-11-12,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-13,TMAX,9.1,open-meteo
OPEN4071_N7401,2024-11-13,TMIN,1.4,open-meteo
OPEN4071_N7401,2024-11-13,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-14,TMAX,7.8,open-meteo
OPEN4071_N7401,2024-11-14,TMIN,1.4,open-meteo
OPEN4071_N7401,2024-11-14,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-15,TMAX,14.8,open-meteo
OPEN4071_N7401,2024-11-15,TMIN,3.0,open-meteo
OPEN4071_N7401,2024-11-15,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-16,TMAX,16.5,open-meteo
OPEN4071_N7401,2024-11-16,TMIN,6.2,open-meteo
OPEN4071_N7401,2024-11-16,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-17,TMAX,18.0,open-meteo
OPEN4071_N7401,2024-11-17,TMIN,6.5,open-meteo
OPEN4071_N7401,2024-11-17,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-18,TMAX,17.9,open-meteo
OPEN4071_N7401,2024-11-18,TMIN,7.6,open-meteo
OPEN4071_N7401,2024-11-18,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-19,TMAX,14.8,open-meteo
OPEN4071_N7401,2024-11-19,TMIN,5.9,open-meteo
OPEN4071_N7401,2024-11-19,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-20,TMAX,15.9,open-meteo
OPEN4071_N7401,2024-11-20,TMIN,7.2,open-meteo
OPEN4071_N7401,2024-11-20,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-21,TMAX,12.1,open-meteo
OPEN4071_N7401,2024-11-21,TMIN,2.8,open-meteo
OPEN4071_N7401,2024-11-21,PRCP,45.5,open-meteo
OPEN4071_N7401,2024-11-22,TMAX,4.9,open-meteo
OPEN4071_N7401,2024-11-22,TMIN,2.1,open-meteo
OPEN4071_N7401,2024-11-22,PRCP,12.2,open-meteo
OPEN4071_N7401,2024-11-23,TMAX,8.9,open-meteo
OPEN4071_N7401,2024-11-23,TMIN,2.5,open-meteo
OPEN4071_N7401,2024-11-23,PRCP,0.9,open-meteo
OPEN4071_N7401,2024-11-24,TMAX,10.9,open-meteo
OPEN4071_N7401,2024-11-24,TMIN,5.5,open-meteo
OPEN4071_N7401,2024-11-24,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-25,TMAX,10.8,open-meteo
OPEN4071_N7401,2024-11-25,TMIN,2.2,open-meteo
OPEN4071_N7401,2024-11-25,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-26,TMAX,14.9,open-meteo
OPEN4071_N7401,2024-11-26,TMIN,5.9,open-meteo
OPEN4071_N7401,2024-11-26,PRCP,3.7,open-meteo
OPEN4071_N7401,2024-11-27,TMAX,10.3,open-meteo
OPEN4071_N7401,2024-11-27,TMIN,2.3,open-meteo
OPEN4071_N7401,2024-11-27,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-11-28,TMAX,11.7,open-meteo
OPEN4071_N7401,2024-11-28,TMIN,4.9,open-meteo
OPEN4071_N7401,2024-11-28,PRCP,13.1,open-meteo
OPEN4071_N7401,2024-11-29,TMAX,7.8,open-meteo
OPEN4071_N7401,2024-11-29,TMIN,0.9,open-meteo
OPEN4071_N7401,2024-11-29,PRCP,0.2,open-meteo
OPEN4071_N7401,2024-11-30,TMAX,3.5,open-meteo
OPEN4071_N7401,2024-11-30,TMIN,-2.2,open-meteo
OPEN4071_N7401,2024-11-30,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-12-01,TMAX,2.7,open-meteo
OPEN4071_N7401,2024-12-01,TMIN,-3.7,open-meteo
OPEN4071_N7401,2024-12-01,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-12-02,TMAX,4.0,open-meteo
OPEN4071_N7401,2024-12-02,TMIN,-3.2,open-meteo
OPEN4071_N7401,2024-12-02,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-12-03,TMAX,5.2,open-meteo
OPEN4071_N7401,2024-12-03,TMIN,-2.2,open-meteo
OPEN4071_N7401,2024-12-03,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-12-04,TMAX,4.0,open-meteo
OPEN4071_N7401,2024-12-04,TMIN,-3.3,open-meteo
OPEN4071_N7401,2024-12-04,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-12-05,TMAX,4.6,open-meteo
OPEN4071_N7401,2024-12-05,TMIN,-0.3,open-meteo
OPEN4071_N7401,2024-12-05,PRCP,3.6,open-meteo
OPEN4071_N7401,2024-12-06,TMAX,0.2,open-meteo
OPEN4071_N7401,2024-12-06,TMIN,-2.3,open-meteo
OPEN4071_N7401,2024-12-06,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-12-07,TMAX,4.7,open-meteo
OPEN4071_N7401,2024-12-07,TMIN,-2.7,open-meteo
OPEN4071_N7401,2024-12-07,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-12-08,TMAX,11.4,open-meteo
OPEN4071_N7401,2024-12-08,TMIN,1.5,open-meteo
OPEN4071_N7401,2024-12-08,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-12-09,TMAX,10.4,open-meteo
OPEN4071_N7401,2024-12-09,TMIN,1.0,open-meteo
OPEN4071_N7401,2024-12-09,PRCP,7.4,open-meteo
OPEN4071_N7401,2024-12-10,TMAX,11.1,open-meteo
OPEN4071_N7401,2024-12-10,TMIN,5.8,open-meteo
OPEN4071_N7401,2024-12-10,PRCP,3.0,open-meteo
OPEN4071_N7401,2024-12-11,TMAX,16.1,open-meteo
OPEN4071_N7401,2024-12-11,TMIN,5.2,open-meteo
OPEN4071_N7401,2024-12-11,PRCP,33.5,open-meteo
OPEN4071_N7401,2024-12-12,TMAX,4.8,open-meteo
OPEN4071_N7401,2024-12-12,TMIN,-2.7,open-meteo
OPEN4071_N7401,2024-12-12,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-12-13,TMAX,0.2,open-meteo
OPEN4071_N7401,2024-12-13,TMIN,-4.0,open-meteo
OPEN4071_N7401,2024-12-13,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-12-14,TMAX,0.6,open-meteo
OPEN4071_N7401,2024-12-14,TMIN,-5.6,open-meteo
OPEN4071_N7401,2024-12-14,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-12-15,TMAX,3.0,open-meteo
OPEN4071_N7401,2024-12-15,TMIN,-4.9,open-meteo
OPEN4071_N7401,2024-12-15,PRCP,0.2,open-meteo
OPEN4071_N7401,2024-12-16,TMAX,9.5,open-meteo
OPEN4071_N7401,2024-12-16,TMIN,1.8,open-meteo
OPEN4071_N7401,2024-12-16,PRCP,16.7,open-meteo
OPEN4071_N7401,2024-12-17,TMAX,14.7,open-meteo
OPEN4071_N7401,2024-12-17,TMIN,7.1,open-meteo
OPEN4071_N7401,2024-12-17,PRCP,3.3,open-meteo
OPEN4071_N7401,2024-12-18,TMAX,9.9,open-meteo
OPEN4071_N7401,2024-12-18,TMIN,1.5,open-meteo
OPEN4071_N7401,2024-12-18,PRCP,3.6,open-meteo
OPEN4071_N7401,2024-12-19,TMAX,6.4,open-meteo
OPEN4071_N7401,2024-12-19,TMIN,0.8,open-meteo
OPEN4071_N7401,2024-12-19,PRCP,1.5,open-meteo
OPEN4071_N7401,2024-12-20,TMAX,2.5,open-meteo
OPEN4071_N7401,2024-12-20,TMIN,-0.8,open-meteo
OPEN4071_N7401,2024-12-20,PRCP,1.8,open-meteo
OPEN4071_N7401,2024-12-21,TMAX,0.2,open-meteo
OPEN4071_N7401,2024-12-21,TMIN,-6.9,open-meteo
OPEN4071_N7401,2024-12-21,PRCP,4.0,open-meteo
OPEN4071_N7401,2024-12-22,TMAX,-7.3,open-meteo
OPEN4071_N7401,2024-12-22,TMIN,-12.8,open-meteo
OPEN4071_N7401,2024-12-22,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-12-23,TMAX,-3.5,open-meteo
OPEN4071_N7401,2024-12-23,TMIN,-14.9,open-meteo
OPEN4071_N7401,2024-12-23,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-12-24,TMAX,1.5,open-meteo
OPEN4071_N7401,2024-12-24,TMIN,-4.1,open-meteo
OPEN4071_N7401,2024-12-24,PRCP,1.9,open-meteo
OPEN4071_N7401,2024-12-25,TMAX,0.2,open-meteo
OPEN4071_N7401,2024-12-25,TMIN,-6.3,open-meteo
OPEN4071_N7401,2024-12-25,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-12-26,TMAX,-0.2,open-meteo
OPEN4071_N7401,2024-12-26,TMIN,-8.1,open-meteo
OPEN4071_N7401,2024-12-26,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-12-27,TMAX,2.0,open-meteo
OPEN4071_N7401,2024-12-27,TMIN,-9.4,open-meteo
OPEN4071_N7401,2024-12-27,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-12-28,TMAX,7.2,open-meteo
OPEN4071_N7401,2024-12-28,TMIN,2.2,open-meteo
OPEN4071_N7401,2024-12-28,PRCP,5.6,open-meteo
OPEN4071_N7401,2024-12-29,TMAX,16.1,open-meteo
OPEN4071_N7401,2024-12-29,TMIN,4.4,open-meteo
OPEN4071_N7401,2024-12-29,PRCP,2.7,open-meteo
OPEN4071_N7401,2024-12-30,TMAX,13.0,open-meteo
OPEN4071_N7401,2024-12-30,TMIN,7.2,open-meteo
OPEN4071_N7401,2024-12-30,PRCP,5.8,open-meteo
OPEN4071_N7401,2024-12-31,TMAX,9.7,open-meteo
OPEN4071_N7401,2024-12-31,TMIN,1.5,open-meteo
OPEN4071_N7401,2024-12-31,PRCP,9.3,open-meteo
